num,title,authors,venue,year
1445,The MYRIAD Federated Database Prototype,"K. Mediratta, Ee-Peng Lim, J. Stenoien, S. Musukula, Jaideep Srivastava, H.-R. Yang, D. Clements, M. Ganesh, San-Yih Hwang",SIGMOD Conference,1994
1446,Xmas: An Extensible Main-Memory Storage System for High-Performance Applications,"Ki Hong Kim, Yong Sik Kwon, Sang Kyun Cha, Jang Ho Park, Byoung Dae Park, Sangho Lee",SIGMOD Conference,1998
1447,Effective Change Detection Using Sampling,"Alexandros Ntoulas, Junghoo Cho",VLDB,2002
1448,Qualified Answers That Reflect User Needs and Preferences,"Terry Gaasterland, Jorge Lobo",VLDB,1994
1449,Constraints for Semi-structured Data and XML,"Wenfei Fan, Peter Buneman, Scott Weinstein, J�r�me Sim�on",SIGMOD Record,2001
1450,Trade Press News,Rafael Alonso,SIGMOD Record,1995
1451,ACM Multimedia '94 Conference Workshop on Multimedia Database Management Systems,"P. Bruce Berra, Bhavani M. Thuraisingham, Kingsley C. Nwosu",SIGMOD Record,1995
1452,Querying and mining data streams: you only get one look a tutorial,"Minos N. Garofalakis, Rajeev Rastogi, Johannes Gehrke",SIGMOD Conference,2002
1453,Book review column,Karl Aberer,SIGMOD Record,2003
1454,Independence is Good: Dependency-Based Histogram Synopses for High-Dimensional Data,"Amol Deshpande, Rajeev Rastogi, Minos N. Garofalakis",SIGMOD Conference,2001
1455,XMark: A Benchmark for XML Data Management,"Martin L. Kersten, Ralph Busse, Florian Waas, Michael J. Carey, Albrecht Schmidt, Ioana Manolescu",VLDB,2002
1456,Chair's Message,M. Tamer �zsu,SIGMOD Record,2003
1457,Approximate Similarity Retrieval with M-Trees,"Fausto Rabitti, Giuseppe Amato, Pavel Zezula, Pasquale Savino",VLDB J.,1998
1458,Finding Intensional Knowledge of Distance-Based Outliers,"Raymond T. Ng, Edwin M. Knorr",VLDB,1999
1459,Highly Concurrent Cache Consistency for Indices in Client-Server Database Systems,"Michael J. Carey, Markos Zaharioudakis",SIGMOD Conference,1997
1460,A Taxonomy for Secure Object-Oriented Databases,"Sebastiaan H. von Solms, Martin S. Olivier",ACM Trans. Database Syst.,1994
1461,XTRACT: A System for Extracting Document Type Descriptors from XML Documents,"Rajeev Rastogi, S. Seshadri, Minos N. Garofalakis, Aristides Gionis, Kyuseok Shim",SIGMOD Conference,2000
1462,ATLAS: A Small but Complete SQL Extension for Data Mining and Data Streams,"Haixun Wang, Chang Luo, Carlo Zaniolo",VLDB,2003
1463,Filtering Algorithms and Implementation for Very Fast Publish/Subscribe,"Kenneth A. Ross, Fran�oise Fabret, Fran�ois Llirbat, Jo�o Pereira, Hans-Arno Jacobsen, Dennis Shasha",SIGMOD Conference,2001
1464,Towards an Effective Calculus for Object Query Languages,"David Maier, Leonidas Fegaras",SIGMOD Conference,1995
1465,XML schema,"Jim Melton, Charles E. Campbell, Andrew Eisenberg",SIGMOD Record,2003
1466,Fast and accurate text classification via multiple linear discriminant projections pp,"Shourya Roy, Mahesh V. Soundalgekar, Soumen Chakrabarti",VLDB J.,2003
1467,Document Management as a Database Problem,Rudolf Bayer,VLDB,1995
1468,Fast Incremental Maintenance of Approximate Histograms,"Yossi Matias, Phillip B. Gibbons, Viswanath Poosala",VLDB,1997
1469,Minimization of Tree Pattern Queries,"Sihem Amer-Yahia, Divesh Srivastava, Laks V. S. Lakshmanan, SungRan Cho",SIGMOD Conference,2001
1470,Report on The fourth International Conference on Flexible Query Answering systems,"Gabriella Pasi, Amihai Motro, Patrick Bosc",SIGMOD Record,2001
1471,A User-Centered Interface for Querying Distributed Multimedia Databases,"Kimberly M. James, Isabel F. Cruz",SIGMOD Conference,1999
1472,Evaluating Functional Joins Along Nested Reference Sets in Object-Relational and Object-Oriented Databases,"Alfons Kemper, Reinhard Braumandl, Jens Clau�en",VLDB,1998
1473,The Query Optimizer in Tandem's new ServerWare SQL Product,Pedro Celis,VLDB,1996
1474,Self-similarity in the Web,"Stephen Dill, Andrew Tomkins, Ravi Kumar, Sridhar Rajagopalan, Kevin S. McCurley, D. Sivakumar",VLDB,2001
1475,Developments at ACM TODS,Richard T. Snodgrass,SIGMOD Record,2003
1476,SIT-IN: a Real-Life Spatio-Temporal Information System,"Stefano De Francisci, Rossella Molinaro, Orietta Gargano, Mario Paolucci, Leonardo Tininini, Giuseppe Sindoni, Paola Patteri, Amedea Ambrosetti, Pina Ticca, Cristina Bedeschi",VLDB,2001
1477,Conceptual Schema Analysis: Techniques and Applications,"Valeria De Antonellis, Barbara Pernici, Maria Grazia Fugini, Silvana Castano",ACM Trans. Database Syst.,1998
1478,On the Discovery of Interesting Patterns in Association Rules,"Sridhar Ramaswamy, Sameer Mahajan, Abraham Silberschatz",VLDB,1998
1479,"DB2 Common Server: Technology, Progress, & Directions",Bruce G. Lindsay,VLDB,1995
1480,Models and Languages for Describing and Discovering E-Services,"Ming-Chien Shan, Fabio Casati",SIGMOD Conference,2001
1481,Distributed query evaluation on semistructured data,Dan Suciu,ACM Trans. Database Syst.,2002
1482,Database Management Systems and the Internet,Susan Malaika,VLDB,1996
1483,Estimating the Selectivity of XML Path Expressions for Internet Scale Applications,"Ashraf Aboulnaga, Jeffrey F. Naughton, Alaa R. Alameldeen",VLDB,2001
1484,Active XML: Peer-to-Peer Data and Web Services Integration,"Tova Milo, Roger Weber, Ioana Manolescu, Omar Benjelloun, Serge Abiteboul",VLDB,2002
1485,A 20/20 Vision of the VLDB-2020?,"Shamkant B. Navathe, Erich J. Neuhold, Gio Wiederhold, Anant Jhingran, S. Misbah Deen",VLDB,2000
1486,A Brief Survey of Web Data Extraction Tools,"Berthier A. Ribeiro-Neto, Alberto H. F. Laender, Altigran Soares da Silva, Juliana S. Teixeira",SIGMOD Record,2002
1487,Editor's Notes,Arie Segev,SIGMOD Record,1994
1488,"PM3: An Orthogonal Persistent Systems Programming Language - Design, Implementation, Performance","Antony L. Hosking, Jiawan Chen",VLDB,1999
1489,Query Execution Techniques for Caching Expensive Methods,"Joseph M. Hellerstein, Jeffrey F. Naughton",SIGMOD Conference,1996
1490,Online Query Processing,"Peter J. Haas, Joseph M. Hellerstein",SIGMOD Conference,2001
1491,"Lessons from Wall Street: Case Studies in Configuration, Tuning, and Distribution (Tutorial)",Dennis Shasha,SIGMOD Conference,1997
1492,Declarative Updates of Relational Databases,Weidong Chen,ACM Trans. Database Syst.,1995
1493,A Case for Fractured Mirrors,"Ravishankar Ramamurthy, Qi Su, David J. DeWitt",VLDB,2002
1494,Providing Dynamic Security Control in a Federated Database,"R. F. Churchhouse, W. A. Gray, N. B. Idris",VLDB,1994
1495,"Semantic Web Workshop: Models, Architectures and Management","Vassilis Christophides, Dimitris Plexousakis, Panos Constantopoulos",SIGMOD Record,2001
1496,Persistent Threads,"Joachim W. Schmidt, Florian Matthes",VLDB,1994
1497,Secure Transaction Processing in Firm Real-Time Database Systems,"Binto George, Jayant R. Haritsa",SIGMOD Conference,1997
1498,Flexible Relations - Operational Support of Variant Relational Structures,"Peter Dadam, Christian Kalus",VLDB,1995
1499,Mariposa: A Wide-Area Distributed Database System,"Carl Staelin, Paul M. Aoki, Witold Litwin, Michael Stonebraker, Adam Sah, Jeff Sidell, Andrew Yu, Avi Pfeffer",VLDB J.,1996
1500,Report on the Semantic Web Workshop at WWW 2002,"Martin R. Frank, Natalya Fridman Noy, Steffen Staab",SIGMOD Record,2002
1501,Overview of the Special Section on Temporal Database Infrastructure,Richard T. Snodgrass,SIGMOD Record,1994
1502,Path Queries on Compressed XML,"Martin Grohe, Peter Buneman, Christoph Koch",VLDB,2003
1503,A Comparison of Selectivity Estimators for Range Queries on Metric Attributes,"Bernhard Seeger, Bj�rn Blohsfeld, Dieter Korus",SIGMOD Conference,1999
1504,The Dangers of Replication and a Solution,"Dennis Shasha, Jim Gray, Patrick E. O'Neil, Pat Helland",SIGMOD Conference,1996
1505,The Query By Image Content (QBIC) System,"Denis Lee, Wayne Niblack, James L. Hafner, Dragutin Petkovic, Myron Flickner, Jonathan Ashley",SIGMOD Conference,1995
1506,Distributed deviation detection in sensor networks,"Dimitrios Gunopulos, Themistoklis Palpanas, Dimitris Papadopoulos, Vana Kalogeraki",SIGMOD Record,2003
1507,Response to A Close Look at the IFO Data Model,"Serge Abiteboul, Richard Hull",SIGMOD Record,1995
1508,Query Decomposition and View Maintenance for Query Languages for Unstructured Data,Dan Suciu,VLDB,1996
1509,"Et tu, XML? The downfall of the relational empire (abstract)",Philip Wadler,VLDB,2001
1510,Scalable Sweeping-Based Spatial Join,"Lars Arge, Jeffrey Scott Vitter, Torsten Suel, Sridhar Ramaswamy, Octavian Procopiuc",VLDB,1998
1511,Algorithms for Mining Association Rules for Binary Segmentations of Huge Categorical Databases,"Kunikazu Yoda, Hirofumi Matsuzawa, Takeshi Tokuyama, Yasuhiko Morimoto, Takeshi Fukuda",VLDB,1998
1512,Selectivity estimation for spatio-temporal queries to moving objects,"Yong-Jin Choi, Chin-Wan Chung",SIGMOD Conference,2002
1513,Surfing Wavelets on Streams: One-Pass Summaries for Approximate Aggregate Queries,"Anna C. Gilbert, Martin Strauss, Yannis Kotidis, S. Muthukrishnan",VLDB,2001
1514,Incremental data Structures and Algorithms for Dynamic Query Interfaces,"Ben Shneiderman, Richard Beigel, Egemen Tanin",SIGMOD Record,1996
1515,The SR-tree: An Index Structure for High-Dimensional Nearest Neighbor Queries,"Norio Katayama, Shin'ichi Satoh",SIGMOD Conference,1997
1516,SEQUOIA 2000 Metadata Schema for Satellite Images,"Michael Stonebraker, Jean T. Anderson",SIGMOD Record,1994
1517,Archiving scientific data,"Sanjeev Khanna, Peter Buneman, Wang Chiew Tan, Keishi Tajima",SIGMOD Conference,2002
1518,Extracting Structured Data from Web Pages,"Arvind Arasu, Hector Garcia-Molina",SIGMOD Conference,2003
1519,A Consumer Viewpoint on Mediator Languages - a Proposal for a Standard,"Eric Hughes, Leonard J. Seligman, Arnon Rosenthal, Scott Renner",SIGMOD Record,1997
1520,A Data Warehousing Architecture for Enabling Service Provisioning Process,Yannis Kotidis,VLDB,2001
1521,QBI: Query By Icons,"Antonio Massari, Panos K. Chrysanthis, Lorenzo Saladini, Stefano Pavani",SIGMOD Conference,1995
1522,Crawling the Hidden Web,"Sriram Raghavan, Hector Garcia-Molina",VLDB,2001
1523,Peer-to-peer: harnessing the power of disruptive technologies,Mario A. Nascimento,SIGMOD Record,2003
1524,A graph-theoretic model for optimizing queries involving methods,"Yaw-Huei Chen, Chi-Sheng Shih, Chiang Lee",VLDB J.,2001
1525,A TSQL2 Tutorial,"James Clifford, Ramez Elmasri, Michael D. Soo, Wolfgang K�fer, Nick Kline, Arie Segev, Suryanarayana M. Sripada, Fabio Grandi, John F. Roddick, Richard T. Snodgrass, Christian S. Jensen, Nikos A. Lorentzos, Ilsoo Ahn, Gad Ariav, Don S. Batory, T. Y. Cliff Leung, Curtis E. Dyreson, Krishna G. Kulkarni",SIGMOD Record,1994
1526,Dynamic Itemset Counting and Implication Rules for Market Basket Data,"Shalom Tsur, Rajeev Motwani, Sergey Brin, Jeffrey D. Ullman",SIGMOD Conference,1997
1527,Unbundling Active Functionality,"Hans Fritschi, Arne Koschel, G�nter von B�ltzingsloewen, Stella Gatziu",SIGMOD Record,1998
1528,Checks and Balances: Monitoring Data Quality Problems in Network Traffic Databases,"Flip Korn, Yunyue Zhu, S. Muthukrishnan",VLDB,2003
1529,The Cubetree Storage Organization,"Yannis Kotidis, Nick Roussopoulos",VLDB,1998
1530,Multigranularity Locking in Multiple Job Classes Transaction Processing System,"Sheung-lun Hung, Shan-hoi Ng",SIGMOD Record,1995
1531,"A Robust, Optimization-Based Approach for Approximate Answering of Aggregate Queries","Vivek R. Narasayya, Gautam Das, Surajit Chaudhuri",SIGMOD Conference,2001
1532,Optimizing the Secure Evaluation of Twig Queries,"Sihem Amer-Yahia, Divesh Srivastava, SungRan Cho, Laks V. S. Lakshmanan",VLDB,2002
1533,Illustra's Web DataBlade Module,John Gaffney,SIGMOD Record,1996
1534,Sequence Query Processing,"Raghu Ramakrishnan, Miron Livny, Praveen Seshadri",SIGMOD Conference,1994
1535,Innovation in Database Management: Computer Science vs. Engineering,Kenneth R. Jacobs,VLDB,1997
1536,OODB Indexing by Class-Division,"Sridhar Ramaswamy, Paris C. Kanellakis",SIGMOD Conference,1995
1537,"Toto, We're Not in Kansas Anymore: On Transitioning from Research to the Real (Invited Industrial Talk)",Michael J. Carey,VLDB,2000
1538,An Optimisation Scheme for Coalesce/Valid Time Selection Operator Sequences,Costas Vassilakis,SIGMOD Record,2000
1539,Automated Selection of Materialized Views and Indexes in SQL Databases,"Surajit Chaudhuri, Sanjay Agrawal, Vivek R. Narasayya",VLDB,2000
1540,Efficient Management of Multiversion Documents by Object Referencing,"Vassilis J. Tsotras, Carlo Zaniolo, Shu-Yao Chien",VLDB,2001
1541,Efficient Index Structures for String Databases,"Tamer Kahveci, Ambuj K. Singh",VLDB,2001
1542,Data Mining Techniques,Jiawei Han,SIGMOD Conference,1996
1543,Extraction of Object-Oriented Structures from Existing Relational Databases,"Julia E. Hodges, Shekar Ramanathan",SIGMOD Record,1997
1544,Multi-Dimensional Regression Analysis of Time-Series Data Streams,"Benjamin W. Wah, Yixin Chen, Jianyong Wang, Guozhu Dong, Jiawei Han",VLDB,2002
1545,"Proceedings of the 2000 ACM SIGMOD International Conference on Management of Data, May 16-18, 2000, Dallas, Texas, USA",?,SIGMOD Conference,2000
1546,Dynamic Information Visualization,Yannis E. Ioannidis,SIGMOD Record,1996
1547,Grid Data Management Systems & Services,"Reagan Moore, Arun Jagatheesan, Paul Watson, Norman W. Paton",VLDB,2003
1548,Comparative Analysis of Six XML Schema Languages,"Dongwon Lee, Wesley W. Chu",SIGMOD Record,2000
1549,GraphDB: Modeling and Querying Graphs in Databases,Ralf Hartmut G�ting,VLDB,1994
1550,"The Five-Minute Rule Ten Years Later, and Other Computer Storage Rules of Thumb","Jim Gray, Goetz Graefe",SIGMOD Record,1997
1551,Cache Fusion: Extending Shared-Disk Clusters with Shared Caches,"Tirthankar Lahiri, N. MacNaughton, Sashikanth Chandrasekaran, Wilson Chan, Vinay Srihari",VLDB,2001
1552,WWW-UDK: A Web-based Environmental Meta-Information System,"Rudolf Legat, Arne Koschel, Andree Keitel, Ralf Kramer, Claudia Rolker, Ralf Nikolai, Peter C. Lockemann, Konrad Zirm",SIGMOD Record,1997
1553,On the computation of relational view complements,"Gottfried Vossen, Jens Lechtenb�rger",ACM Trans. Database Syst.,2003
1554,Database indexing for large DNA and protein sequence collections,"Robert W. Irving, Malcolm P. Atkinson, Ela Hunt",VLDB J.,2002
1555,MARS: A System for Publishing XML from Mixed and Redundant Storage,"Alin Deutsch, Val Tannen",VLDB,2003
1556,Incremental Organization for Data Recording and Warehousing,"S. Sudarshan, P. P. S. Narayan, Rama Kanneganti, H. V. Jagadish, S. Seshadri",VLDB,1997
1557,Understanding the semantics of sensor data,Murali Mani,SIGMOD Record,2003
1558,Power efficient data gathering and aggregation in wireless sensor networks,"Ibrahim Korpeoglu, H�seyin �zg�r Tan",SIGMOD Record,2003
1559,Treasurer's Message,Joachim Hammer,SIGMOD Record,2003
1560,Multi-Step Processing of Spatial Joins,"Ralf Schneider, Thomas Brinkhoff, Bernhard Seeger, Hans-Peter Kriegel",SIGMOD Conference,1994
1561,Combining multi-visual features for efficient indexing in a large image database,"Quan Z. Sheng, Anne H. H. Ngu, Ron Lei, Du Q. Huynh",VLDB J.,2001
1562,Lifestreams: A Storage Model for Personal Data,"Eric Freeman, David Gelernter",SIGMOD Record,1996
1563,Computing complete answers to queries in the presence of limited access patterns,Chen Li,VLDB J.,2003
1564,Report on the Web Dynamics Workshop at WWW 2002,"Alexandra Poulovassilis, Mark Levene",SIGMOD Record,2002
1565,DBLearn: A System Prototype for Knowledge Discovery in Relational Databases,"Yue Huang, Yandong Cai, Yongjian Fu, Nick Cercone, Jiawei Han",SIGMOD Conference,1994
1566,Information Gathering in the World-Wide Web: The W3QL Query Language and the W3QS System,"David Konopnicki, Oded Shmueli",ACM Trans. Database Syst.,1998
1567,Advanced Database Technologies in a Diabetic Healthcare System,"Chenyi Xia, Wynne Hsu, Keng Lik Teo, Mong-Li Lee, Beng Chin Ooi, Pranab Kumar Mohanty",VLDB,2002
1568,"Counting, Enumerating, and Sampling of Execution Plans in a Cost-Based Query Optimizer","C�sar A. Galindo-Legaria, Florian Waas",SIGMOD Conference,2000
1569,Parallel Evaluation of Multi-Join Queries,"Jan Flokstra, Annita N. Wilschut, Peter M. G. Apers",SIGMOD Conference,1995
1570,Data Mining on an OLTP System (Nearly) for Free,"Erik Riedel, Gregory R. Ganger, David Nagle, Christos Faloutsos",SIGMOD Conference,2000
1571,A Platform Based on the Multi-dimensional Data Model for Analysis of Bio-Molecular Structures,"Srinath Srinivasa, Sujit Kumar",VLDB,2003
1572,An Overview and Classification of Mediated Query Systems,"Klaus R. Dittrich, Ruxandra Domenig",SIGMOD Record,1999
1573,Local Dimensionality Reduction: A New Approach to Indexing High Dimensional Spaces,"Kaushik Chakrabarti, Sharad Mehrotra",VLDB,2000
1574,Supporting Global User Profiles Through Trusted Authorities,Ibrahim Cingil,SIGMOD Record,2002
1575,MQSeries and CICS Link for Lotus Notes,?,SIGMOD Record,1996
1576,The Propel Distributed Services Platform,"Runping Qi, Kuan Yee, Brian Sterling, Nicolas Adiba, Michael J. Carey, David Rieber, Steve Kirsch, Michael Blow, John C. Shafer, Rajendra Panwar, Daniela Florescu, Mary Roth, Dan Wineman, David Li, Bert Van der Linden, Brian Vickery, Ivan Oprencak, Tolga Urhan",VLDB,2001
1577,Cost Estimation of User-Defined Methods in Object-Relational Database Systems,"Kinji Ono, Jihad Boulos",SIGMOD Record,1999
1578,Safe Query Languages for Constraint Databases,Peter Z. Revesz,ACM Trans. Database Syst.,1998
1579,Gigascope: A Stream Database for Network Applications,"Theodore Johnson, Charles D. Cranor, Oliver Spatscheck, Vladislav Shkapenyuk",SIGMOD Conference,2003
1580,From Focused Crawling to Expert Information: an Application Framework for Web Exploration and Portal Generation,"Martin Theobald, Sergej Sizov, Jens Graupmann",VLDB,2003
1581,"Optimizing Relational Queries in Connection Hypergraphs: Nested Queries, Views, and Binding Propagations",Jia Liang Han,VLDB J.,1998
